task_id,system,module_id,language,loc,cyclomatic_complexity,loop_count,pointer_use,fan_in,fan_out,recursion,switch_density,macro_expansion_size,changed_code_size,property_type,criticality_flag,previous_runtime_s,previous_timeout,previous_warning_count,previous_confirmed_warning_ratio,previous_human_escalation,fast_status,precise_status,split
system_a_task_0911,system_a,mod_0087,C,134,5,6,1,32,10,0,0.23,825,94,nullness,0,11.08,0,8,0.101,0,verified,verified,train
system_a_task_0912,system_a,mod_0088,C,27,4,4,1,12,21,0,0.32,2288,24,range,0,20.22,0,6,0.156,0,verified,verified,train
system_a_task_0913,system_a,mod_0089,C,111,5,5,1,20,15,0,0.345,1024,169,nullness,0,6.02,0,5,0.524,0,verified,defect,test
system_a_task_0914,system_a,mod_0090,C,190,3,5,1,11,5,0,0.163,2777,28,concurrency,0,5.86,0,1,0.957,0,verified,verified,train
system_a_task_0915,system_a,mod_0091,C,475,12,1,1,6,18,0,0.369,1125,116,range,0,7.57,0,9,0.733,0,unknown,verified,train
system_a_task_0916,system_a,mod_0092,C,139,6,4,1,24,19,0,0.259,636,137,concurrency,0,15.29,0,8,0.454,0,verified,timeout,train
system_a_task_0917,system_a,mod_0093,C,1368,5,5,1,40,11,0,0.385,849,97,memory_safety,1,10.57,0,8,0.796,0,unknown,verified,train
system_a_task_0918,system_a,mod_0094,C,1354,4,0,1,3,21,0,0.188,1398,53,range,0,3.14,0,1,0.056,0,verified,verified,train
system_a_task_0919,system_a,mod_0095,C,480,5,6,1,38,23,0,0.1,653,105,nullness,0,8.41,0,8,0.679,0,verified,verified,train
system_a_task_0920,system_a,mod_0096,C,197,9,1,1,14,8,0,0.014,307,74,range,0,9.22,0,1,0.581,0,verified,verified,train
system_a_task_0921,system_a,mod_0097,C,184,4,1,1,10,14,0,0.251,2714,113,range,0,2.1,0,0,0.596,0,verified,verified,test
system_a_task_0922,system_a,mod_0098,C,380,8,6,1,29,8,0,0.256,146,148,memory_safety,0,3.66,0,0,0.837,0,verified,defect,train
system_a_task_0923,system_a,mod_0099,C,465,7,0,1,38,9,1,0.379,514,100,nullness,0,13.07,0,9,0.189,0,verified,verified,train
system_a_task_0924,system_a,mod_0100,C,270,6,1,1,34,22,0,0.227,16074,175,nullness,0,4.19,0,7,0.537,0,unknown,verified,test
system_a_task_0925,system_a,mod_0101,C,377,3,2,1,40,9,0,0.237,923,161,range,0,13.98,1,8,0.991,0,verified,verified,train
system_a_task_0926,system_a,mod_0102,C,384,15,1,0,34,5,0,0.09,295,62,concurrency,0,8.5,0,4,0.236,0,verified,timeout,test
system_a_task_0927,system_a,mod_0103,C,147,5,4,0,18,25,0,0.382,418,35,assertion,0,2.79,0,6,0.356,0,verified,timeout,test
system_a_task_0928,system_a,mod_0104,C,276,12,5,1,39,3,0,0.166,511,157,nullness,0,0.25,0,5,0.704,0,verified,verified,train
system_a_task_0929,system_a,mod_0105,C,434,3,4,0,8,23,0,0.254,1268,119,concurrency,0,4.19,0,9,0.563,0,unknown,timeout,train
system_a_task_0930,system_a,mod_0106,C,560,22,6,1,12,19,0,0.009,424,63,range,0,8.16,0,8,0.302,0,verified,verified,train
system_a_task_0931,system_a,mod_0107,C,441,5,2,1,18,15,0,0.26,2303,160,range,0,7.35,0,5,0.639,0,verified,verified,train
system_a_task_0932,system_a,mod_0108,C,142,4,5,1,14,5,0,0.385,229,86,nullness,0,5.44,0,4,0.585,0,verified,verified,test
system_a_task_0933,system_a,mod_0109,C,419,3,4,1,25,10,0,0.192,1251,51,range,0,4.27,0,2,0.487,0,verified,timeout,train
system_a_task_0934,system_a,mod_0110,C,274,2,6,0,38,9,0,0.208,2084,40,assertion,0,9.34,0,5,0.231,0,verified,verified,train
system_a_task_0935,system_a,mod_0111,C,170,5,1,0,4,16,0,0.029,5285,150,resource_leak,0,19.33,0,3,0.531,0,verified,verified,train
system_a_task_0936,system_a,mod_0112,C,134,7,1,1,24,9,0,0.384,3838,12,nullness,0,0.48,0,2,0.186,0,verified,timeout,test
system_a_task_0937,system_a,mod_0113,C,68,15,2,0,25,17,0,0.27,414,7,resource_leak,0,1.37,1,4,0.117,0,defect,verified,test
system_a_task_0938,system_a,mod_0114,C,449,18,1,1,2,17,0,0.231,390,8,nullness,0,3.36,0,9,0.718,0,verified,timeout,train
system_a_task_0939,system_a,mod_0115,C,160,6,3,1,15,4,0,0.178,1257,106,resource_leak,0,2.39,0,7,0.944,0,verified,verified,train
system_a_task_0940,system_a,mod_0116,C,897,9,2,1,0,24,0,0.207,565,169,assertion,0,6.01,0,0,0.19,0,verified,verified,train
system_a_task_0941,system_a,mod_0117,C,723,3,4,1,24,24,0,0.031,2020,90,range,0,25.55,0,5,0.998,0,unknown,verified,test
system_a_task_0942,system_a,mod_0118,C,172,8,0,1,33,13,0,0.189,4273,130,memory_safety,0,1.86,0,1,0.11,0,verified,verified,test
system_a_task_0943,system_a,mod_0119,C,358,8,0,1,40,1,0,0.351,2180,171,range,0,3.07,0,7,0.821,0,unknown,verified,train
system_a_task_0944,system_a,mod_0120,C,222,4,2,1,6,1,0,0.24,2248,126,concurrency,0,6.89,0,2,0.097,0,unknown,verified,train
system_a_task_0945,system_a,mod_0121,C,65,10,1,1,32,3,0,0.135,755,122,memory_safety,0,5.53,1,4,0.567,0,verified,verified,train
system_a_task_0946,system_a,mod_0122,C,232,6,6,1,35,10,1,0.396,1161,168,concurrency,0,4.47,0,8,0.842,0,unknown,verified,train
system_a_task_0947,system_a,mod_0123,C,337,13,6,1,38,3,0,0.189,1485,58,memory_safety,0,3.14,0,0,0.417,0,verified,timeout,train
system_a_task_0948,system_a,mod_0124,C,68,3,1,1,0,2,0,0.181,921,145,range,1,0.91,0,3,0.487,0,unknown,verified,train
system_a_task_0949,system_a,mod_0125,C,2321,5,5,1,30,18,0,0.357,868,130,nullness,0,6.08,0,4,0.274,0,verified,verified,train
system_a_task_0950,system_a,mod_0126,C,177,3,5,1,10,19,0,0.065,2589,145,memory_safety,0,0.49,0,2,0.648,0,verified,verified,test
system_a_task_0951,system_a,mod_0127,C,204,4,4,0,11,9,0,0.43,248,14,concurrency,0,19.16,0,7,0.211,1,verified,verified,test
system_a_task_0952,system_a,mod_0128,C,279,3,5,1,13,13,0,0.29,2140,30,range,1,110.61,1,1,0.792,0,verified,verified,test
system_a_task_0953,system_a,mod_0129,C,252,11,6,1,2,4,0,0.011,248,180,memory_safety,1,3.89,0,4,0.929,0,verified,timeout,train
system_a_task_0954,system_a,mod_0130,C,167,4,0,1,16,5,0,0.39,824,84,range,1,1.55,0,1,0.282,0,verified,verified,train
system_a_task_0955,system_a,mod_0131,C,164,5,2,1,18,17,0,0.238,912,116,memory_safety,0,1.46,0,5,0.655,0,verified,verified,test
system_a_task_0956,system_a,mod_0132,C,318,6,4,1,17,5,0,0.442,1269,26,nullness,0,2.29,0,8,0.202,0,defect,defect,test
system_a_task_0957,system_a,mod_0133,C,621,6,3,1,6,17,0,0.139,219,36,memory_safety,0,3.93,0,4,0.994,0,verified,timeout,train
system_a_task_0958,system_a,mod_0134,C,371,5,3,1,24,19,0,0.299,1003,42,range,0,39.37,0,3,0.843,0,verified,verified,train
system_a_task_0959,system_a,mod_0135,C,425,5,5,1,22,12,0,0.311,370,33,nullness,0,60.26,0,5,0.577,0,verified,timeout,train
system_a_task_0960,system_a,mod_0136,C,574,5,6,0,13,21,0,0.209,3451,107,resource_leak,0,5.79,0,3,0.197,0,unknown,verified,train
system_a_task_0961,system_a,mod_0137,C,134,4,3,1,33,16,0,0.021,5530,96,memory_safety,0,3.04,0,5,0.847,0,unknown,verified,train
system_a_task_0962,system_a,mod_0138,C,519,8,3,1,38,25,0,0.298,249,156,nullness,0,10.56,1,9,0.746,0,unknown,verified,test
system_a_task_0963,system_a,mod_0139,C,416,8,5,1,30,12,0,0.175,1018,75,range,0,4.01,0,6,0.301,0,unknown,verified,test
system_a_task_0964,system_a,mod_0140,C,278,6,1,0,16,17,0,0.204,247,169,assertion,0,7.67,0,1,0.53,0,unknown,verified,train
system_a_task_0965,system_a,mod_0141,C,384,6,6,1,40,17,0,0.394,2595,127,memory_safety,1,2.16,0,6,0.298,0,verified,verified,test
system_a_task_0966,system_a,mod_0142,C,395,12,1,1,9,3,0,0.349,1418,25,range,0,14.66,0,4,0.841,0,verified,verified,train
system_a_task_0967,system_a,mod_0143,C,266,6,4,1,17,11,0,0.104,351,65,memory_safety,0,11.3,0,3,0.767,0,verified,defect,train
system_a_task_0968,system_a,mod_0144,C,491,10,5,1,15,24,0,0.389,974,174,range,0,11.05,0,9,0.563,0,verified,timeout,train
system_a_task_0969,system_a,mod_0145,C,573,4,0,1,25,3,0,0.103,839,2,memory_safety,0,34.54,0,0,0.602,0,verified,defect,train
system_a_task_0970,system_a,mod_0146,C,598,14,4,1,28,14,0,0.068,633,122,nullness,0,5.82,0,7,0.868,1,verified,verified,train
system_a_task_0971,system_a,mod_0147,C,1379,7,5,1,26,22,0,0.063,2077,61,nullness,0,3.35,0,4,0.201,0,verified,verified,train
system_a_task_0972,system_a,mod_0148,C,771,6,3,1,16,16,0,0.054,997,156,range,0,20.31,0,0,0.859,0,verified,timeout,train
system_a_task_0973,system_a,mod_0149,C,144,6,5,1,29,12,0,0.114,2691,96,memory_safety,0,6.26,0,6,0.657,0,unknown,verified,test
system_a_task_0974,system_a,mod_0150,C,1561,6,4,1,34,2,0,0.238,1146,8,concurrency,0,9.52,0,8,0.185,0,verified,verified,train
system_a_task_0975,system_a,mod_0151,C,249,2,1,1,38,24,0,0.02,1834,50,nullness,0,0.9,0,8,0.297,0,verified,verified,train
system_a_task_0976,system_a,mod_0152,C,157,7,2,1,39,1,0,0.166,4470,88,nullness,0,5.89,0,7,0.135,0,verified,verified,train
system_a_task_0977,system_a,mod_0153,C,135,7,3,1,37,18,0,0.082,287,121,range,0,2.33,0,4,0.655,0,verified,verified,train
system_a_task_0978,system_a,mod_0154,C,156,3,3,1,2,12,0,0.401,340,104,nullness,0,3.06,0,7,0.087,0,verified,verified,train
system_a_task_0979,system_a,mod_0155,C,621,8,2,1,37,8,0,0.157,970,16,memory_safety,0,19.55,0,4,0.299,0,verified,verified,train
system_a_task_0980,system_a,mod_0156,C,293,8,3,0,30,21,0,0.281,1528,29,assertion,0,2.33,0,2,0.755,0,verified,verified,test
system_a_task_0981,system_a,mod_0157,C,259,5,4,1,18,6,0,0.354,1568,144,memory_safety,1,26.01,0,4,0.73,0,verified,verified,train
system_a_task_0982,system_a,mod_0158,C,905,4,5,1,21,18,0,0.189,13527,129,memory_safety,0,2.12,0,6,0.283,0,verified,verified,train
system_a_task_0983,system_a,mod_0159,C,379,6,6,1,1,17,0,0.222,3664,171,assertion,0,22.1,0,7,0.727,0,verified,verified,train
system_a_task_0984,system_a,mod_0160,C,772,7,2,1,18,11,0,0.271,249,98,memory_safety,0,2.1,0,4,0.371,0,unknown,verified,train
system_a_task_0985,system_a,mod_0161,C,123,10,1,1,28,21,0,0.369,2014,137,range,1,6.45,0,7,0.889,0,verified,verified,train
system_a_task_0986,system_a,mod_0162,C,472,5,6,1,20,7,0,0.369,648,30,memory_safety,0,4.5,0,3,0.127,0,verified,verified,train
system_a_task_0987,system_a,mod_0163,C,80,8,6,1,31,15,0,0.165,527,147,memory_safety,0,5.33,0,3,0.656,0,verified,verified,train
system_a_task_0988,system_a,mod_0164,C,932,8,1,1,37,5,0,0.33,1055,6,nullness,0,2.65,0,5,0.412,0,verified,timeout,test
system_a_task_0989,system_a,mod_0165,C,398,6,1,1,30,20,0,0.152,2290,64,nullness,0,9.04,0,0,0.53,0,verified,verified,train
system_a_task_0990,system_a,mod_0166,C,123,6,3,1,22,1,0,0.435,1119,145,memory_safety,1,16.59,0,0,0.681,0,unknown,timeout,train
system_a_task_0991,system_a,mod_0167,C,395,6,3,1,22,6,0,0.362,796,154,memory_safety,0,4.2,0,4,0.768,0,verified,verified,train
system_a_task_0992,system_a,mod_0168,C,194,6,6,1,23,13,0,0.253,83,141,memory_safety,0,1.39,0,3,0.562,0,verified,verified,train
system_a_task_0993,system_a,mod_0169,C,652,3,3,1,2,4,0,0.256,4186,134,concurrency,0,2.65,0,6,0.508,0,verified,verified,train
system_a_task_0994,system_a,mod_0170,C,260,5,6,1,35,16,0,0.289,1317,141,concurrency,0,8.23,0,6,0.123,0,verified,verified,train
system_a_task_0995,system_a,mod_0171,C,268,9,1,1,33,18,0,0.013,366,25,nullness,0,11.89,0,0,0.931,0,verified,timeout,train
system_a_task_0996,system_a,mod_0172,C,314,4,1,1,20,4,0,0.251,2011,171,memory_safety,0,10.14,0,6,0.381,0,verified,verified,train
system_a_task_0997,system_a,mod_0173,C,507,18,3,0,14,0,0,0.114,3094,95,concurrency,0,1.06,0,7,0.836,0,verified,verified,train
system_a_task_0998,system_a,mod_0174,C,509,4,6,1,0,19,0,0.068,7011,44,memory_safety,0,9.41,0,3,0.003,0,verified,timeout,test
system_a_task_0999,system_a,mod_0175,C,394,7,1,1,39,22,0,0.311,463,43,resource_leak,0,4.75,0,0,0.797,0,verified,verified,test
system_a_task_1000,system_a,mod_0176,C,229,13,3,1,24,16,0,0.056,816,141,concurrency,0,6.13,1,9,0.466,0,verified,timeout,train
system_a_task_1001,system_a,mod_0177,C,234,21,6,1,3,18,0,0.323,1081,157,range,0,2.46,0,1,0.475,0,unknown,timeout,train
system_a_task_1002,system_a,mod_0178,C,317,4,0,1,5,11,0,0.105,404,7,nullness,0,8.51,0,4,0.113,0,unknown,verified,train
system_a_task_1003,system_a,mod_0179,C,100,10,5,1,6,0,0,0.053,1611,41,range,0,20.55,0,5,0.085,0,verified,verified,train
system_a_task_1004,system_a,mod_0180,C,366,5,4,1,31,10,0,0.013,596,48,nullness,0,4.33,0,7,0.398,0,unknown,timeout,train
system_a_task_1005,system_a,mod_0181,C,69,6,5,1,40,19,0,0.087,7078,12,nullness,0,9.45,1,6,0.797,0,unknown,verified,test
system_a_task_1006,system_a,mod_0182,C,293,5,3,0,35,1,0,0.338,770,50,concurrency,0,8.64,0,5,0.003,1,verified,verified,train
system_a_task_1007,system_a,mod_0183,C,2054,4,5,1,31,25,0,0.116,211,152,range,0,4.23,0,3,0.675,0,verified,verified,train
system_a_task_1008,system_a,mod_0184,C,890,17,1,0,23,10,0,0.106,2040,173,assertion,0,7.75,1,2,0.413,0,verified,timeout,train
system_a_task_1009,system_a,mod_0185,C,91,10,1,1,33,0,0,0.107,700,41,range,1,2.46,0,5,0.27,0,verified,verified,train
system_a_task_1010,system_a,mod_0186,C,188,3,4,1,16,17,0,0.369,675,26,memory_safety,1,0.9,0,3,0.364,0,unknown,verified,train
system_a_task_1011,system_a,mod_0187,C,203,4,3,0,13,23,0,0.343,250,9,assertion,0,7.44,0,7,0.758,0,unknown,verified,train
system_a_task_1012,system_a,mod_0188,C,316,18,2,1,39,16,0,0.254,1009,159,concurrency,0,9.48,0,6,0.561,0,timeout,timeout,train
system_a_task_1013,system_a,mod_0189,C,164,3,2,1,34,3,0,0.004,1354,41,assertion,0,4.06,0,9,0.604,0,verified,verified,train
system_a_task_1014,system_a,mod_0190,C,268,5,4,1,31,23,0,0.035,288,59,range,1,1.96,0,4,0.545,0,verified,verified,train
system_a_task_1015,system_a,mod_0191,C,222,3,0,0,13,2,0,0.443,658,104,concurrency,0,2.3,0,6,0.815,0,unknown,verified,test
system_a_task_1016,system_a,mod_0192,C,330,8,1,1,29,3,0,0.24,445,13,range,0,1.4,0,6,0.661,0,verified,verified,train
system_a_task_1017,system_a,mod_0193,C,82,7,5,0,21,0,0,0.155,3601,31,assertion,0,9.09,0,5,0.207,0,verified,verified,train
system_a_task_1018,system_a,mod_0194,C,274,12,3,1,0,10,0,0.399,1172,43,resource_leak,0,17.41,1,5,0.891,0,unknown,verified,test
system_a_task_1019,system_a,mod_0195,C,419,7,0,0,18,24,0,0.232,642,18,concurrency,0,18.22,0,9,0.679,0,verified,verified,train
system_a_task_1020,system_a,mod_0196,C,110,7,1,1,40,22,0,0.417,526,133,concurrency,0,4.43,0,4,0.016,0,unknown,verified,train
system_a_task_1021,system_a,mod_0197,C,830,8,0,1,3,21,0,0.26,897,39,range,1,2.51,1,7,0.165,0,verified,verified,test
system_a_task_1022,system_a,mod_0198,C,452,6,4,0,29,18,0,0.271,820,80,resource_leak,0,9.17,0,6,0.576,0,verified,verified,train
system_a_task_1023,system_a,mod_0199,C,810,4,3,1,37,1,0,0.409,1089,130,memory_safety,0,15.34,0,0,0.295,0,verified,verified,train
system_a_task_1024,system_a,mod_0200,C,301,5,0,1,38,13,0,0.193,329,66,range,1,2.53,0,3,0.318,0,verified,timeout,train
system_a_task_1025,system_a,mod_0201,C,710,10,3,1,10,22,0,0.345,958,118,memory_safety,0,10.98,1,6,0.614,0,unknown,timeout,train
system_a_task_1026,system_a,mod_0202,C,95,2,6,1,11,17,0,0.266,1538,137,nullness,0,5.1,0,3,0.914,0,verified,timeout,train
system_a_task_1027,system_a,mod_0203,C,475,4,0,0,9,16,0,0.048,989,95,assertion,0,4.14,0,4,0.275,0,unknown,verified,train
system_a_task_1028,system_a,mod_0204,C,270,23,6,0,24,17,0,0.205,4490,180,assertion,0,1.52,0,8,0.405,0,unknown,timeout,train
system_a_task_1029,system_a,mod_0205,C,153,8,2,1,19,8,0,0.011,567,176,memory_safety,1,6.57,0,8,0.902,0,verified,verified,train
system_a_task_1030,system_a,mod_0206,C,603,6,1,1,21,20,0,0.25,2815,104,range,0,19.75,0,1,0.855,0,unknown,verified,train
system_a_task_1031,system_a,mod_0207,C,789,6,5,1,37,9,0,0.055,2582,180,range,0,15.67,0,1,0.551,0,verified,verified,train
system_a_task_1032,system_a,mod_0208,C,463,2,5,1,23,4,0,0.379,226,131,nullness,0,1.53,1,4,0.463,0,unknown,verified,train
system_a_task_1033,system_a,mod_0209,C,1144,5,1,1,17,9,0,0.102,588,12,memory_safety,1,1.94,0,5,0.199,1,verified,verified,test
system_a_task_1034,system_a,mod_0210,C,68,6,6,1,32,17,0,0.027,1473,131,range,0,3.97,1,2,0.579,0,verified,verified,train
system_a_task_1035,system_a,mod_0211,C,1239,8,4,1,22,1,0,0.244,185,167,memory_safety,0,6.66,0,8,0.237,0,verified,verified,train
system_a_task_1036,system_a,mod_0212,C,156,3,0,0,14,13,0,0.241,2269,110,concurrency,0,13.49,0,7,0.292,0,verified,verified,test
system_a_task_1037,system_a,mod_0213,C,427,9,4,1,5,11,0,0.012,2825,96,nullness,0,3.68,0,8,0.149,1,unknown,verified,train
system_a_task_1038,system_a,mod_0214,C,822,15,6,1,7,10,0,0.38,1360,46,resource_leak,0,3.01,0,3,0.214,0,verified,verified,test
system_a_task_1039,system_a,mod_0215,C,177,8,0,0,13,9,0,0.176,5837,143,assertion,0,3.94,0,4,0.733,0,unknown,verified,train
system_a_task_1040,system_a,mod_0216,C,304,10,0,1,10,7,0,0.187,583,24,memory_safety,0,13.04,0,4,0.071,0,unknown,verified,train
system_a_task_1041,system_a,mod_0217,C,404,9,4,1,24,20,0,0.374,1666,119,memory_safety,1,1.71,0,8,0.758,0,verified,verified,train
system_a_task_1042,system_a,mod_0218,C,128,15,3,0,30,19,0,0.317,489,80,assertion,0,3.59,0,7,0.865,0,verified,timeout,train
system_a_task_1043,system_a,mod_0219,C,498,15,5,1,29,19,0,0.042,1979,90,resource_leak,0,3.41,0,5,0.175,0,unknown,verified,train
system_a_task_1044,system_a,mod_0220,C,432,14,1,0,17,11,0,0.242,716,93,concurrency,0,1.37,0,0,0.588,0,unknown,verified,train
system_a_task_1045,system_a,mod_0221,C,255,7,1,1,3,1,0,0.375,4063,90,memory_safety,0,3.54,0,9,0.769,0,verified,verified,train
system_a_task_1046,system_a,mod_0222,C,1321,8,6,0,2,7,0,0.065,607,36,assertion,0,8.14,0,3,0.443,0,verified,verified,test
system_a_task_1047,system_a,mod_0223,C,165,9,1,1,20,25,0,0.314,493,175,resource_leak,0,1.61,0,3,0.188,0,verified,verified,test
system_a_task_1048,system_a,mod_0224,C,576,15,5,1,24,17,0,0.06,1978,2,nullness,0,2.6,0,5,0.628,0,verified,timeout,test
system_a_task_1049,system_a,mod_0225,C,719,5,1,1,10,23,0,0.135,963,52,range,0,16.93,0,4,0.485,0,verified,verified,train
system_a_task_1050,system_a,mod_0226,C,120,11,5,1,12,15,0,0.41,1419,104,memory_safety,0,5.52,1,4,0.202,0,verified,verified,train
system_a_task_1051,system_a,mod_0227,C,326,7,5,1,1,14,0,0.027,1650,91,resource_leak,0,42.67,0,2,0.506,0,verified,timeout,test
system_a_task_1052,system_a,mod_0228,C,404,8,1,0,4,21,0,0.201,2606,10,resource_leak,0,1.79,0,4,0.423,0,unknown,verified,test
system_a_task_1053,system_a,mod_0229,C,659,8,4,1,32,15,0,0.111,1610,135,range,0,3.42,0,8,0.079,0,unknown,verified,test
system_a_task_1054,system_a,mod_0230,C,3089,10,1,1,22,17,0,0.071,586,117,range,0,1.34,0,8,0.417,0,verified,verified,train
system_a_task_1055,system_a,mod_0231,C,623,10,3,1,25,3,0,0.433,3773,9,range,0,8.14,0,2,0.111,0,verified,verified,test
system_a_task_1056,system_a,mod_0232,C,143,10,1,1,23,16,0,0.127,574,154,range,1,14.73,0,8,0.638,1,verified,timeout,train
system_a_task_1057,system_a,mod_0233,C,249,12,3,1,16,18,0,0.39,888,139,memory_safety,0,9.01,1,3,0.792,0,unknown,verified,test
system_a_task_1058,system_a,mod_0234,C,248,11,2,1,38,17,0,0.401,4046,87,range,0,2.32,0,7,0.175,0,verified,timeout,train
system_a_task_1059,system_a,mod_0235,C,157,4,3,1,28,6,0,0.237,353,23,nullness,0,19.66,0,2,0.009,0,verified,verified,test
system_a_task_1060,system_a,mod_0236,C,51,17,1,1,17,17,0,0.387,2020,85,assertion,0,3.4,0,7,0.145,0,verified,verified,test
system_a_task_1061,system_a,mod_0237,C,532,6,6,1,6,23,0,0.399,212,16,range,0,0.94,0,0,0.133,0,unknown,verified,test
system_a_task_1062,system_a,mod_0238,C,607,18,6,1,9,8,0,0.349,1435,123,nullness,0,4.87,0,4,0.521,0,verified,timeout,train
system_a_task_1063,system_a,mod_0239,C,1394,4,5,1,30,16,0,0.241,2981,61,range,0,3.5,0,7,0.639,0,verified,verified,train
system_a_task_1064,system_a,mod_0240,C,301,5,4,1,37,19,0,0.318,1112,81,memory_safety,0,7.66,0,3,0.553,0,unknown,verified,train
system_a_task_1065,system_a,mod_0241,C,2000,3,0,1,13,14,0,0.096,1426,47,assertion,0,2.82,0,3,0.643,0,unknown,verified,test
system_a_task_1066,system_a,mod_0242,C,75,5,3,1,15,11,0,0.234,1820,102,range,0,3.62,0,3,0.159,0,defect,verified,train
system_a_task_1067,system_a,mod_0243,C,673,14,0,1,17,4,0,0.288,1855,137,nullness,0,1.68,0,4,0.512,0,verified,timeout,test
system_a_task_1068,system_a,mod_0244,C,624,38,0,1,1,22,0,0.072,347,146,memory_safety,1,3.23,0,9,0.509,0,unknown,timeout,train
system_a_task_1069,system_a,mod_0245,C,185,7,6,1,9,16,0,0.136,442,119,nullness,0,9.55,1,4,0.604,0,defect,verified,test
system_a_task_1070,system_a,mod_0246,C,181,6,6,1,27,8,0,0.269,1217,58,nullness,0,19.29,0,6,0.483,0,unknown,defect,train
system_a_task_1071,system_a,mod_0247,C,169,3,4,1,10,15,0,0.097,879,133,memory_safety,0,6.4,0,5,0.484,0,defect,verified,train
system_a_task_1072,system_a,mod_0248,C,442,18,3,1,20,4,0,0.154,1826,149,range,0,26.68,0,2,0.875,0,defect,timeout,train
system_a_task_1073,system_a,mod_0249,C,1461,9,5,1,35,9,0,0.155,2478,22,nullness,0,5.32,0,5,0.513,0,verified,timeout,train
system_a_task_1074,system_a,mod_0250,C,365,6,3,1,39,23,0,0.34,5882,136,memory_safety,0,2.74,1,9,0.306,0,unknown,verified,train
system_a_task_1075,system_a,mod_0251,C,396,8,4,1,21,3,0,0.015,5581,15,nullness,0,6.0,0,3,0.958,0,defect,verified,train
system_a_task_1076,system_a,mod_0252,C,1549,9,1,1,34,8,0,0.353,4945,112,nullness,0,4.71,0,3,0.894,0,verified,verified,train
system_a_task_1077,system_a,mod_0253,C,137,5,6,1,27,16,0,0.367,4284,44,range,0,0.71,0,1,0.089,0,defect,verified,train
system_a_task_1078,system_a,mod_0254,C,2822,7,2,1,13,2,0,0.085,4484,33,memory_safety,1,0.48,0,7,0.174,0,unknown,verified,test
system_a_task_1079,system_a,mod_0255,C,282,3,2,1,32,23,0,0.142,5901,93,nullness,0,5.15,0,3,0.656,0,unknown,verified,test
system_a_task_1080,system_a,mod_0256,C,542,3,6,0,25,7,0,0.445,1332,107,concurrency,0,4.94,0,0,0.923,1,verified,verified,train
system_a_task_1081,system_a,mod_0257,C,165,5,5,1,32,12,1,0.108,898,88,range,0,3.19,0,1,0.578,0,verified,verified,train
system_a_task_1082,system_a,mod_0258,C,225,10,5,1,24,11,0,0.169,6368,134,nullness,0,3.26,0,4,0.407,0,verified,verified,train
system_a_task_1083,system_a,mod_0259,C,328,11,5,1,13,22,0,0.024,2494,174,range,0,4.73,0,2,0.731,0,verified,verified,train
system_a_task_1084,system_a,mod_0260,C,1352,7,2,1,14,12,0,0.144,1480,78,range,1,19.19,0,2,0.369,0,verified,verified,train
system_a_task_1085,system_a,mod_0261,C,203,12,6,1,9,14,0,0.145,2559,37,memory_safety,1,4.03,0,1,0.908,0,verified,verified,train
system_a_task_1086,system_a,mod_0262,C,194,5,5,1,15,1,0,0.226,2839,106,range,1,1.17,0,8,0.403,0,verified,verified,test
system_a_task_1087,system_a,mod_0263,C,406,7,5,1,36,12,0,0.101,3257,42,range,1,6.15,0,4,0.084,0,unknown,verified,train
system_a_task_1088,system_a,mod_0264,C,393,8,0,1,33,25,0,0.259,1122,108,range,1,7.38,0,2,0.849,0,verified,defect,train
system_a_task_1089,system_a,mod_0265,C,78,33,1,1,12,12,0,0.341,750,149,range,0,8.5,0,3,0.975,1,unknown,verified,train
system_a_task_1090,system_a,mod_0266,C,257,7,6,1,1,10,0,0.394,2417,24,resource_leak,0,9.39,1,7,0.278,0,verified,verified,train
system_a_task_1091,system_a,mod_0267,C,370,4,4,1,22,15,0,0.098,2844,34,memory_safety,1,3.95,0,6,0.445,0,verified,timeout,train
system_a_task_1092,system_a,mod_0268,C,744,8,4,0,36,19,0,0.223,1553,178,resource_leak,0,1.67,0,1,0.743,0,verified,verified,train
system_a_task_1093,system_a,mod_0269,C,255,3,6,0,1,24,0,0.218,1511,98,concurrency,0,3.01,0,6,0.44,0,verified,verified,test
system_a_task_1094,system_a,mod_0270,C,864,4,1,0,36,1,0,0.14,1257,137,concurrency,0,5.04,0,1,0.689,0,verified,timeout,train
system_a_task_1095,system_a,mod_0271,C,186,6,1,0,21,22,0,0.309,915,129,assertion,0,1.87,0,9,0.628,0,unknown,verified,train
system_a_task_1096,system_a,mod_0272,C,592,4,1,1,34,18,0,0.4,331,110,resource_leak,0,1.29,0,6,0.462,0,verified,verified,train
system_a_task_1097,system_a,mod_0273,C,857,7,6,1,8,24,0,0.416,840,20,nullness,0,1.37,0,1,0.306,0,verified,timeout,test
system_a_task_1098,system_a,mod_0274,C,320,9,4,0,40,5,0,0.071,4425,166,assertion,0,10.44,0,7,0.541,0,verified,verified,train
system_a_task_1099,system_a,mod_0275,C,661,7,0,1,33,16,0,0.204,1767,33,nullness,0,1.33,0,1,0.043,0,verified,timeout,test
system_a_task_1100,system_a,mod_0276,C,144,6,2,1,37,15,0,0.404,187,69,range,0,20.57,0,2,0.24,0,verified,verified,test
system_a_task_1101,system_a,mod_0277,C,165,8,5,1,14,23,0,0.157,2517,28,nullness,0,55.03,0,6,0.369,0,verified,verified,test
